,UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON12,DRUG12,LIQUOR12,WEAPON13,DRUG13,LIQUOR13,WEAPON14,DRUG14,LIQUOR14,FILTER12,FILTER13,FILTER14,pub,year
2245,150668001,Goshen College,Main Campus,1700 S MAIN ST,GOSHEN,IN,465264794,2,"Private nonprofit, 2",340,503,843,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2246,150677001,Grace College and Theological Seminary,Main Campus,200 Seminary Drive,Winona Lake,IN,46590,2,"Private nonprofit, 2",1049,1136,2185,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2257,150987001,Ivy Tech Community College,Ivy Tech Central Indiana Main Campus,50 WEST FALL CREEK PARKWAY NORTH DRIVE,INDIANAPOLIS,IN,462085752,4,"Public, 1",37703,53476,91179,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2259,150987003,Ivy Tech Community College,South Bend,220 DEAN JOHNSON BLVD,SOUTH BEND,IN,466013415,4,"Public, 1",37703,53476,91179,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2262,150987006,Ivy Tech Community College,Columbus,4475 CENTRAL AVENUE,COLUMBUS,IN,472031868,4,"Public, 1",37703,53476,91179,0,0,0,0,1,0,0,0,0,1,1,1,1,1
2266,150987010,Ivy Tech Community College,Kokomo,1815 E. MORGAN STREET,KOKOMO,IN,469031373,4,"Public, 1",37703,53476,91179,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2269,150987013,Ivy Tech Community College,Lafayette,3101 SOUTH CREASY LANE,LAFAYETTE,IN,47905,4,"Public, 1",37703,53476,91179,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2271,150987015,Ivy Tech Community College,South Central,8204 HIGHWAY 311,SELLERSBURG,IN,471721897,4,"Public, 1",37703,53476,91179,0,0,0,0,0,0,0,2,0,1,1,1,1,1
2272,150987016,Ivy Tech Community College,Southwest,3501 N. FIRST AVENUE,EVANSVILLE,IN,477103398,4,"Public, 1",37703,53476,91179,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2273,150987017,Ivy Tech Community College,Wabash Valley,8000 South Education Drive,Terre Haute,IN,478024883,4,"Public, 1",37703,53476,91179,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2274,150987018,Ivy Tech Community College,Richmond,2357 CHESTER BLVD,RICHMOND,IN,473741298,4,"Public, 1",37703,53476,91179,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2279,150987023,Ivy Tech Community College,Southeast,590 IVY TECH DRIVE,MADISON,IN,472501881,4,"Public, 1",37703,53476,91179,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2280,150987024,Ivy Tech Community College,Bloomington,200 Daniels Way,BLOOMINGTON,IN,474049772,4,"Public, 1",37703,53476,91179,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2281,151102001,Indiana University-Purdue University-Fort Wayne,Main Campus,2101 E COLISEUM BLVD,FORT WAYNE,IN,468051499,1,"Public, 2",5880,7334,13214,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2282,151111001,Indiana University-Purdue University-Indianapolis,Main Campus,301 University Blvd.,INDIANAPOLIS,IN,462022896,1,"Public, 2",13455,17235,30690,1,5,12,1,3,0,0,1,0,1,1,1,1,2
2283,151111002,Indiana University-Purdue University-Indianapolis,Indiana University Purdue University Columbus,4601 Central Ave,Columbus,IN,47203,1,"Public, 2",13455,17235,30690,0,0,0,0,2,0,0,0,0,1,1,1,1,2
2291,151111010,Indiana University-Purdue University-Indianapolis,IUSM û Terre Haute,620 N. Chestnut Street,Terre Haute,IN,47809,1,"Public, 2",13455,17235,30690,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2297,151263001,University of Indianapolis,UNIVERSITY OF INDIANAPOLIS,1400 E HANNA AVE,INDIANAPOLIS,IN,462273697,2,"Private nonprofit, 2",1781,3661,5442,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2298,151290001,Indiana Institute of Technology,Indiana Institute of Technology,1600 E WASHINGTON BLVD,Fort Wayne,IN,468031297,2,"Private nonprofit, 2",2760,4432,7192,0,0,0,0,0,0,0,1,0,1,1,1,2,2
2312,151306001,University of Southern Indiana,Main Campus,8600 UNIVERSITY BLVD,EVANSVILLE,IN,47712,1,"Public, 2",3539,5825,9364,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2313,151324001,Indiana State University,Main Campus,210 N 7TH ST,TERRE HAUTE,IN,47809,1,"Public, 2",5923,7260,13183,0,6,0,0,0,1,0,0,0,1,1,1,1,2
2317,151333001,Indiana University-Kokomo,Indiana University Kokomo,2300 S WASHINGTON,KOKOMO,IN,469049003,1,"Public, 2",1454,2726,4180,0,2,1,0,0,0,0,0,0,1,1,1,1,2
2318,151342001,Indiana University-South Bend,Main Campus,1700 Mishawaka Avenue,SOUTH BEND,IN,466151408,1,"Public, 2",3004,4855,7859,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2320,151351001,Indiana University-Bloomington,Indiana University - Bloomington Campus,"Bryan Hall 100, 107 South Indiana",BLOOMINGTON,IN,474057000,1,"Public, 2",23099,23317,46416,0,10,25,0,5,22,0,8,12,1,1,1,1,2
2322,151379001,Indiana University-Southeast,Main Campus,4201 GRANT LINE RD,NEW ALBANY,IN,471506405,1,"Public, 2",2629,3813,6442,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2323,151388001,Indiana University-East,Indiana University East,2325 CHESTER BLVD,RICHMOND,IN,47374,1,"Public, 2",1672,2901,4573,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2333,151625001,Brown Mackie College-Michigan City,Brown Mackie College - Michigan City,325 E US HWY 20,MICHIGAN CITY,IN,463607362,3,"Private for-profit, 2",25,87,112,0,0,0,0,0,0,0,0,0,1,1,1,3,2
2336,151777001,Manchester University,Main Campus,604 E. COLLEGE AVE,NORTH MANCHESTER,IN,46962,2,"Private nonprofit, 2",694,794,1488,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2339,151801001,Indiana Wesleyan University,Main Campus,4201 South Washington Street,MARION,IN,469534974,2,"Private nonprofit, 2",4946,9997,14943,0,0,0,0,0,0,0,1,0,1,1,1,2,2
2360,151944001,Brown Mackie College-South Bend,Brown Mackie College - South Bend,3454 Douglas Road,SOUTH BEND,IN,46635,3,"Private for-profit, 2",59,281,340,0,0,0,0,0,0,0,0,0,1,1,1,3,2
2363,152080001,University of Notre Dame,Main Campus,204 Hammes Mowbray Hall,Notre Dame,IN,46556,2,"Private nonprofit, 2",6632,5547,12179,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2375,152248001,Purdue University-Calumet Campus,Main Campus,"2200 169th ST,",HAMMOND,IN,463232094,1,"Public, 2",4153,5348,9501,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2377,152266002,Purdue University-North Central Campus,Purdue University-Porter County Campus,600 Vale Park Road,Valpariso,IN,46383,1,"Public, 2",2460,3717,6177,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2380,152318001,Rose-Hulman Institute of Technology,Main Campus,5500 WABASH AVE,TERRE HAUTE,IN,478033999,2,"Private nonprofit, 2",1851,537,2388,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2383,152336001,University of Saint Francis-Fort Wayne,University of Saint Francis,2701 Spring Street,Fort Wayne,IN,468083994,2,"Private nonprofit, 2",688,1620,2308,0,0,0,0,0,0,0,0,1,1,1,1,2,2
2386,152390001,Saint Mary's College,Main Campus,54445 S.R. 933,NOTRE DAME,IN,465565001,2,"Private nonprofit, 2",1,1518,1519,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2388,152451001,Saint Meinrad School of Theology,Main Campus,200 Hill Drive,ST MEINRAD,IN,475771301,2,"Private nonprofit, 2",177,40,217,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2390,152530001,Taylor University,Main Campus,236 W READE AVE,UPLAND,IN,469891001,2,"Private nonprofit, 2",935,1211,2146,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2391,152567001,Trine University,Main Campus,1 UNIVERSITY AVE,ANGOLA,IN,467031764,2,"Private nonprofit, 2",1638,1193,2831,0,0,0,0,0,0,0,0,1,1,1,1,2,2
2392,152600001,Valparaiso University,VALPARAISO UNIVERSITY,"1700 CHAPEL DRIVE, US HWY 30",VALPARAISO,IN,463839978,2,"Private nonprofit, 2",2193,2314,4507,0,0,0,0,0,1,0,0,0,1,1,1,2,2
2394,152637001,Vincennes University,Main Campus,1002 N FIRST ST,VINCENNES,IN,47591,1,"Public, 2",10496,8709,19205,2,8,26,0,13,43,0,5,4,1,1,1,1,2
2395,152673001,Wabash College,Main Campus,301 West Wabash Avenue,CRAWFORDSVILLE,IN,47933,2,"Private nonprofit, 2",926,0,926,0,0,4,0,1,3,0,0,0,1,1,1,2,2
2399,153001001,Buena Vista University,Main Campus and GPS sites,610 W 4TH ST,STORM LAKE,IA,50588,2,"Private nonprofit, 2",767,1528,2295,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2402,153108001,Central College,Main Campus,812 UNIVERSITY,PELLA,IA,50219,2,"Private nonprofit, 2",675,736,1411,0,2,0,0,0,0,0,0,0,1,1,1,2,2
2405,153162001,Cornell College,Main Campus,600 FIRST ST SW,Mount Vernon,IA,523141098,2,"Private nonprofit, 2",509,577,1086,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2421,153269001,Drake University,Main Campus,2507 UNIVERSITY AVE,DES MOINES,IA,503114505,2,"Private nonprofit, 2",2088,2974,5062,0,0,0,0,2,1,0,0,0,1,1,1,2,2
2425,153311001,Eastern Iowa Community College District,Administrative office & Non-Credit Student Attendence Center,306 West River Drive,Davenport,IA,528011221,4,"Public, 1",3576,4567,8143,0,1,0,0,0,0,0,0,0,1,1,1,1,1
2426,153311002,Eastern Iowa Community College District,Clinton Community College,1000 Lincoln Blvd,Cinton,IA,52732,4,"Public, 1",3576,4567,8143,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2427,153311003,Eastern Iowa Community College District,Muscatine Community College,152 Colorado St.,Muscatine,IA,52761,4,"Public, 1",3576,4567,8143,0,0,0,0,0,0,0,6,3,1,1,1,1,1
2428,153311004,Eastern Iowa Community College District,Scott Community College,500 Belmont Road,Bettendorf,IA,52722,4,"Public, 1",3576,4567,8143,9,0,16,0,0,0,0,0,1,1,1,1,1,1
2431,153366001,Graceland University-Lamoni,Graceland University,1 University Place,Lamoni,IA,50140,2,"Private nonprofit, 2",801,1605,2406,0,0,1,0,0,0,0,0,1,1,1,1,2,2
2433,153375001,Grand View University,Main Campus,1200 GRANDVIEW AVE,DES MOINES,IA,50316,2,"Private nonprofit, 2",904,1160,2064,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2434,153384001,Grinnell College,Main Campus,1432 East Street,GRINNELL,IA,501121690,2,"Private nonprofit, 2",787,947,1734,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2443,153472001,Indian Hills Community College,Ottumwa Campus,525 GRANDVIEW,OTTUMWA,IA,52501,4,"Public, 1",2021,2391,4412,0,0,0,0,0,1,0,0,1,1,1,1,1,1
2445,153524001,Iowa Central Community College,Main Campus,One Triton Circle,FT DODGE,IA,50501,4,"Public, 1",2853,2833,5686,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2446,153533001,Iowa Lakes Community College,Main Campus,300 S 18th St,ESTHERVILLE,IA,51334,4,"Public, 1",1101,1239,2340,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2447,153533002,Iowa Lakes Community College,Iowa Lakes Community College - Emmetsburg,3200 COLLEGE DRIVE,EMMETSBURG,IA,50536,4,"Public, 1",1101,1239,2340,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2451,153542001,UnityPoint Health-Des Moines School of Radiologic Technology,Main Campus,1200 PLEASANT ST,DES MOINES,IA,503091453,5,"Private nonprofit, 1",3,13,16,0,0,0,0,0,0,0,0,0,1,1,1,2,1
2454,153603001,Iowa State University,Iowa State University,Beardshear Hall,Ames,IA,50011,1,"Public, 2",19290,15145,34435,0,0,7,0,2,12,0,4,11,1,1,1,1,2
2462,153658001,University of Iowa,Main Campus,JESSUP HALL,IOWA CITY,IA,522421316,1,"Public, 2",14509,15461,29970,0,0,0,0,0,0,1,0,0,1,1,1,1,2
2486,154022001,Ashford University,Iowa Campus,400 N BLUFF BLVD,CLINTON,IA,527332967,3,"Private for-profit, 2",15121,36116,51237,0,2,1,0,0,0,0,3,0,1,1,1,3,2
2488,154095001,University of Northern Iowa,Main Campus,1222 W 27TH ST,CEDAR FALLS,IA,50614,1,"Public, 2",4983,6945,11928,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2506,154235001,Saint Ambrose University,Main Campus,518 W LOCUST ST,DAVENPORT,IA,528032898,2,"Private nonprofit, 2",1457,2051,3508,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2514,154350001,Simpson College,Main Campus,701 NORTH C ST,INDIANOLA,IA,50125,2,"Private nonprofit, 2",754,971,1725,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2517,154378001,Southeastern Community College,Main Campus,1500 WEST AGENCY ROAD,WEST BURLINGTON,IA,526550180,4,"Public, 1",1246,1741,2987,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2551,154572003,Western Iowa Tech Community College,Denison Campus,11  NORTH 35TH STREET,DENISON,IA,514427564,4,"Public, 1",2694,3705,6399,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2555,154642001,Allen County Community College,Main Campus,1801 N COTTONWOOD,IOLA,KS,66749,4,"Public, 1",939,1689,2628,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2564,154712001,Benedictine College,Main Campus,1020 N 2ND ST,ATCHISON,KS,660021499,2,"Private nonprofit, 2",1014,1124,2138,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2567,154767001,Brown Mackie College-Kansas City,Brown Mackie College - Kansas City,9705 Lenexa Drive,Lenexa,KS,662151345,3,"Private for-profit, 2",60,398,458,0,0,0,0,0,0,0,0,0,1,1,1,3,2
2568,154776001,Brown Mackie College-Salina,Brown Mackie College - Salina,2106 SOUTH 9TH STREET,SALINA,KS,674017307,3,"Private for-profit, 2",124,328,452,0,0,0,0,0,0,0,0,0,1,1,1,3,2
2570,154800001,Butler Community College,Butler Community College,901 S HAVERHILL RD,EL DORADO,KS,670423280,4,"Public, 1",3824,5179,9003,0,0,0,0,0,1,0,0,0,1,1,1,1,1
2572,154855001,Central Christian College of Kansas,Main Campus,1200 S MAIN,MCPHERSON,KS,674605740,2,"Private nonprofit, 2",589,576,1165,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2573,154907001,Cloud County Community College,Concordia Campus,"2221 Campus Drive, Box 1002",Concordia,KS,669011002,4,"Public, 1",923,1516,2439,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2574,154925001,Coffeyville Community College,Main Campus,400 W 11TH ST,COFFEYVILLE,KS,673375064,4,"Public, 1",804,804,1608,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2575,154925002,Coffeyville Community College,Coffeyville Community College Technical Campus,6TH & ROOSEVELT,COFFEYVILLE,KS,67337,4,"Public, 1",804,804,1608,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2580,154998001,Dodge City Community College,Dodge City Community College,2501 N 14TH AVE,DODGE CITY,KS,678012399,4,"Public, 1",888,880,1768,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2582,155025001,Emporia State University,Emporia State University,1 Kellog Circle,EMPORIA,KS,668015087,1,"Public, 2",2276,3838,6114,0,0,0,0,0,0,0,1,0,1,1,1,1,2
2583,155052001,Flint Hills Technical College,Main Campus,3301 W 18TH Avenue,EMPORIA,KS,66801,4,"Public, 1",422,414,836,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2584,155061001,Fort Hays State University,Main Campus,600 PARK ST,HAYS,KS,676014099,1,"Public, 2",5458,8367,13825,0,1,0,0,1,0,0,9,25,1,1,1,1,2
2585,155070001,Barclay College,Main Campus,607 N KINGMAN,HAVILAND,KS,67059,2,"Private nonprofit, 2",133,118,251,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2586,155089001,Friends University,Main Campus,2100 W. UNIVERSITY  AVE.,WICHITA,KS,67213,2,"Private nonprofit, 2",798,1084,1882,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2589,155098001,Fort Scott Community College,Fort Scott Community College Fort Scott Campus,2108 S HORTON,FT SCOTT,KS,66701,4,"Public, 1",877,939,1816,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2590,155104001,Garden City Community College,Main Campus,801 CAMPUS DRIVE,GARDEN CITY,KS,67846,4,"Public, 1",967,1105,2072,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2594,155177001,Hesston College,Main Campus,301 South Main,HESSTON,KS,670622093,5,"Private nonprofit, 1",164,264,428,0,0,0,0,0,0,0,0,0,1,1,1,2,1
2597,155201001,Independence Community College,Independence Community College,1057 West College,INDEPENDENCE,KS,673010708,4,"Public, 1",467,478,945,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2598,155210001,Johnson County Community College,Main Campus,12345 COLLEGE BLVD,OVERLAND PARK,KS,662101299,4,"Public, 1",9210,10219,19429,0,21,14,1,9,2,0,34,0,1,1,1,1,1
2608,155317001,University of Kansas,Main Campus (Lawrence),1450 Jayhawk Boulevard,LAWRENCE,KS,66045,1,"Public, 2",13230,13950,27180,0,2,0,0,4,2,0,14,162,1,1,1,1,2
2610,155317003,University of Kansas,Medical Center (Kansas City),3901 Rainbow Blvd,Kansas City,KS,66160,1,"Public, 2",13230,13950,27180,0,1,0,0,0,0,0,0,0,1,1,1,1,2
2613,155335001,Newman University,Newman University,3100 MCCORMICK AVE,WICHITA,KS,672132097,2,"Private nonprofit, 2",1281,2406,3687,0,1,0,0,0,0,0,0,0,1,1,1,2,2
2615,155399001,Kansas State University,Main Campus,110 ANDERSON HALL,MANHATTAN,KS,665061303,1,"Public, 2",12550,12216,24766,0,2,2,0,0,2,0,8,4,1,1,1,1,2
2618,155414001,Kansas Wesleyan University,Main Campus,100 E CLAFLIN AVENUE,SALINA,KS,674016196,2,"Private nonprofit, 2",326,384,710,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2623,155487001,Manhattan Area Technical College,MANHATTAN AREA TECHNICAL COLLEGE,3136 DICKENS AVE,MANHATTAN,KS,665032499,4,"Public, 1",357,409,766,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2624,155496001,Manhattan Christian College,Main Campus,1415 ANDERSON AVE,MANHATTAN,KS,665024801,2,"Private nonprofit, 2",164,147,311,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2631,155618001,Northwest Kansas Technical College,Northwest Kansas Technical College,1209 HARRISON ST,GOODLAND,KS,67735,4,"Public, 1",433,214,647,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2633,155636001,Ottawa University-Kansas City,Kansas City Campus,"4370 West 109th Street, Suite 200",OVERLAND PARK,KS,66211,2,"Private nonprofit, 2",110,236,346,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2634,155681001,Pittsburg State University,Pittsburg State University,1701 S BROADWAY,PITTSBURG,KS,66762,1,"Public, 2",3692,3787,7479,0,0,9,0,0,7,0,0,3,1,1,1,1,2
2638,155812001,University of Saint Mary,University of Saint Mary,4100 S 4TH ST TRAFFICWAY,LEAVENWORTH,KS,660485082,2,"Private nonprofit, 2",493,943,1436,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2639,155830001,Salina Area Technical College,Main Campus,2562 Centennial Road,Salina,KS,67401,4,"Public, 1",299,238,537,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2640,155858001,Seward County Community College and Area Technical School,Seward County Community College/Area Technical School,1801 N. Kansas Ave.,Liberal,KS,679051137,4,"Public, 1",793,1059,1852,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2642,155900001,Southwestern College,Main Campus,100 COLLEGE ST,WINFIELD,KS,671566224,2,"Private nonprofit, 2",890,737,1627,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2648,156082001,Washburn University,WASHBURN UNIVERSITY,1700 SW COLLEGE AVENUE,TOPEKA,KS,666211110,1,"Public, 2",2765,3957,6722,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2652,156125001,Wichita State University,Main Campus,1845 FAIRMOUNT,WICHITA,KS,672600001,1,"Public, 2",7243,7752,14995,0,0,0,0,0,0,0,2,0,1,1,1,1,2
2653,156125002,Wichita State University,Downtown Center,358 N. Main,Wichita,KS,67202,1,"Public, 2",7243,7752,14995,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2654,156125003,Wichita State University,South Campus,"200 W. Greenway St., Ste 15A",Derby,KS,67037,1,"Public, 2",7243,7752,14995,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2655,156125004,Wichita State University,West Campus,3801 N. Walker Box 200,Wichita,KS,671010200,1,"Public, 2",7243,7752,14995,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2661,156189001,Alice Lloyd College,Main Campus,100 PURPOSE RD,PIPPA PASSES,KY,41844,2,"Private nonprofit, 2",292,365,657,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2662,156213001,Asbury University,ASBURY UNIVERSITY,One Macklem Drive,WILMORE,KY,403901198,2,"Private nonprofit, 2",737,1142,1879,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2669,156286001,Bellarmine University,Main Campus,2001 NEWBURG RD,LOUISVILLE,KY,402050671,2,"Private nonprofit, 2",1179,2430,3609,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2670,156295001,Berea College,Main Campus,101 Chestnut Street,BEREA,KY,404042184,2,"Private nonprofit, 2",712,909,1621,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2685,156356001,Brescia University,Main Campus,717 FREDERICA ST,OWENSBORO,KY,423013023,2,"Private nonprofit, 2",285,771,1056,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2686,156365001,Campbellsville University,Main Campus,1 UNIVERSITY DR,CAMPBELLSVILLE,KY,427182799,2,"Private nonprofit, 2",1441,1986,3427,0,0,0,0,3,0,0,1,0,1,1,1,2,2
2698,156541001,University of the Cumberlands,Main Campus,6191 College Station Drive,WILLIAMSBURG,KY,40769,2,"Private nonprofit, 2",2069,3667,5736,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2699,156620001,Eastern Kentucky University,Main Campus,521 Lancaster Avenue,Richmond,KY,404753102,1,"Public, 2",6932,9373,16305,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2710,156851001,Henderson Community College,Main Campus,2660 S GREEN ST,HENDERSON,KY,424204699,4,"Public, 1",787,1213,2000,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2729,157030001,Kentucky Mountain Bible College,Main Campus,855 KY HWY 541,Jackson,KY,41339,2,"Private nonprofit, 2",39,45,84,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2731,157076001,Kentucky Wesleyan College,Kentucky Wesleyan College,3000 FREDERICA ST,OWENSBORO,KY,42301,2,"Private nonprofit, 2",383,326,709,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2732,157085001,University of Kentucky,University of KY,104 Administration Drive,LEXINGTON,KY,405060032,1,"Public, 2",13783,15420,29203,0,2,0,0,1,2,1,1,0,1,1,1,1,2
2741,157216001,Lindsey Wilson College,Lindsey Wilson College,210 LINDSEY WILSON ST,COLUMBIA,KY,427281223,2,"Private nonprofit, 2",1021,1620,2641,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2769,157289001,University of Louisville,Main Campus,2301 S 3RD ST,LOUISVILLE,KY,402920001,1,"Public, 2",10443,11118,21561,0,0,0,0,5,4,0,1,35,1,1,1,1,2
2770,157289002,University of Louisville,Health Sciences Center,323 East Chestnut,Louisville,KY,40202,1,"Public, 2",10443,11118,21561,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2772,157298001,Louisville Presbyterian Theological Seminary,Main Campus,1044 ALTA VISTA RD,LOUISVILLE,KY,402051798,2,"Private nonprofit, 2",71,98,169,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2780,157386001,Morehead State University,Morehead State University,150 University Blvd,Morehead,KY,40351,1,"Public, 2",4358,6694,11052,0,0,2,0,0,0,0,0,0,1,1,1,1,2
2781,157401001,Murray State University,Main Campus,218 WELLS HALL,MURRAY,KY,42071,1,"Public, 2",4636,6571,11207,0,0,1,0,0,0,0,0,1,1,1,1,1,2
2787,157438001,Gateway Community and Technical College,Covington Campus,1025 AMSTERDAM RD,COVINGTON,KY,41011,4,"Public, 1",2275,2319,4594,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2788,157438002,Gateway Community and Technical College,Edgewood Campus,790 Thomas More Parkway,Edgewood,KY,41017,4,"Public, 1",2275,2319,4594,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2789,157438003,Gateway Community and Technical College,Boone Campus (Main Campus),500 Technology Way,Florence,KY,41042,4,"Public, 1",2275,2319,4594,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2790,157438004,Gateway Community and Technical College,Metro Urban Campus,525 Scott Street,Covington,KY,41011,4,"Public, 1",2275,2319,4594,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2791,157447001,Northern Kentucky University,Main Campus,"Nunn Drive, AC 800B",Highland Heights,KY,41076,1,"Public, 2",6638,8452,15090,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2796,157483001,West Kentucky Community and Technical College,West Kentucky Community & Technical College,4810 ALBEN BARKLEY DRIVE,PADUCAH,KY,420027380,4,"Public, 1",2667,3735,6402,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2803,157535001,University of Pikeville,Main Campus,147 SYCAMORE ST,PIKEVILLE,KY,41501,2,"Private nonprofit, 2",1195,1263,2458,0,2,0,0,2,2,0,0,3,1,1,1,2,2
2811,157696001,Brown Mackie College-Northern Kentucky,Brown Mackie College - Northern Kentucky,309 BUTTERMILK PKE,FT MITCHELL,KY,41017,3,"Private for-profit, 2",66,240,306,0,0,0,0,0,0,0,0,0,1,1,1,3,2
2825,157809001,Thomas More College,Main Campus,333 THOMAS MORE PARKWAY,CRESTVIEW HILLS,KY,410173495,2,"Private nonprofit, 2",816,839,1655,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2826,157818001,Transylvania University,Transylvania University,300 N BROADWAY,LEXINGTON,KY,405081797,2,"Private nonprofit, 2",422,592,1014,0,0,0,0,0,0,0,0,0,1,1,1,2,2
2830,157951001,Western Kentucky University,Western Kentucky University - Main Campus,1906 College Heights Blvd #11001,Bowling Green,KY,421011001,1,"Public, 2",8461,11710,20171,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2833,157951004,Western Kentucky University,WKU L.D Brown Agriculture Exposition Center,406 Elrod Road,Bowling Green,KY,421011066,1,"Public, 2",8461,11710,20171,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2854,158477001,Centenary College of Louisiana,Main Campus,2911 Centenary Boulevard,Shreveport,LA,71104,2,"Private nonprofit, 2",269,350,619,0,0,0,1,0,0,1,0,0,1,1,1,2,2
